"";"Order";"PID";"MS.SubClass";"MS.Zoning";"Lot.Frontage";"Lot.Area";"Street";"Alley";"Lot.Shape";"Land.Contour";"Utilities";"Lot.Config";"Land.Slope";"Neighborhood";"Condition.1";"Condition.2";"Bldg.Type";"House.Style";"Overall.Qual";"Overall.Cond";"Year.Built";"Year.Remod.Add";"Roof.Style";"Roof.Matl";"Exterior.1st";"Exterior.2nd";"Mas.Vnr.Type";"Mas.Vnr.Area";"Exter.Qual";"Exter.Cond";"Foundation";"Bsmt.Qual";"Bsmt.Cond";"Bsmt.Exposure";"BsmtFin.Type.1";"BsmtFin.SF.1";"BsmtFin.Type.2";"BsmtFin.SF.2";"Bsmt.Unf.SF";"Total.Bsmt.SF";"Heating";"Heating.QC";"Central.Air";"Electrical";"X1st.Flr.SF";"X2nd.Flr.SF";"Low.Qual.Fin.SF";"Gr.Liv.Area";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"Bedroom.AbvGr";"Kitchen.AbvGr";"Kitchen.Qual";"TotRms.AbvGrd";"Functional";"Fireplaces";"Fireplace.Qu";"Garage.Type";"Garage.Yr.Blt";"Garage.Finish";"Garage.Cars";"Garage.Area";"Garage.Qual";"Garage.Cond";"Paved.Drive";"Wood.Deck.SF";"Open.Porch.SF";"Enclosed.Porch";"X3Ssn.Porch";"Screen.Porch";"Pool.Area";"Pool.QC";"Fence";"Misc.Feature";"Misc.Val";"Mo.Sold";"Yr.Sold";"Sale.Type";"Sale.Condition";"SalePrice"
"2331";2331;527210040;60;"RL";60;18062;"Pave";"NA";"IR1";"HLS";"AllPub";"CulDSac";"Gtl";"StoneBr";"Norm";"Norm";"1Fam";"2Story";10;5;2006;2006;"Hip";"CompShg";"CemntBd";"CmentBd";"BrkFace";662;"Ex";"TA";"PConc";"Ex";"TA";"Gd";"Unf";0;"Unf";0;1528;1528;"GasA";"Ex";"Y";"SBrkr";1528;1862;0;3390;0;0;3;1;5;1;"Ex";10;"Typ";1;"Ex";"BuiltIn";2006;"Fin";3;758;"TA";"TA";"Y";204;34;0;0;0;0;"NA";"NA";"NA";0;9;2006;"New";"Partial";545224
"1490";1490;908103260;85;"RL";64;12102;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"SFoyer";5;5;1976;1976;"Gable";"CompShg";"HdBoard";"Plywood";"BrkFace";222;"TA";"TA";"CBlock";"Gd";"Gd";"Gd";"ALQ";456;"Unf";0;0;456;"GasA";"Ex";"Y";"SBrkr";1033;0;0;1033;0;1;1;0;3;1;"TA";6;"Typ";0;"NA";"BuiltIn";1976;"RFn";2;504;"Fa";"TA";"Y";224;0;0;0;0;0;"NA";"NA";"NA";0;4;2008;"WD ";"Family";165000
"2034";2034;903454010;70;"RM";60;6882;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"IDOTRR";"Norm";"Norm";"1Fam";"2Story";6;7;1914;2006;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"PConc";"TA";"TA";"No";"Unf";0;"Unf";0;684;684;"GasA";"TA";"Y";"SBrkr";773;582;0;1355;0;0;1;1;3;1;"Gd";7;"Typ";0;"NA";"NA";NA;"NA";0;0;"NA";"NA";"Y";136;0;115;0;0;0;"NA";"NA";"NA";0;3;2007;"WD ";"Normal";127000
"1394";1394;905225040;80;"RL";85;13825;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Sawyer";"Norm";"Norm";"1Fam";"SLvl";5;6;1958;1987;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"Gd";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;533;533;"GasA";"TA";"Y";"SBrkr";1021;580;0;1601;0;1;1;0;3;1;"TA";6;"Min2";0;"NA";"BuiltIn";1958;"RFn";1;300;"TA";"TA";"Y";280;34;0;0;0;0;"NA";"NA";"NA";0;12;2008;"WD ";"Normal";140000
"2565";2565;534479300;20;"RL";82;9888;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";5;6;1954;1975;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"Gd";"CBlock";"TA";"TA";"No";"BLQ";486;"Unf";0;450;936;"GasA";"TA";"Y";"FuseA";936;0;0;936;0;0;1;0;2;1;"TA";5;"Typ";0;"NA";"Attchd";1954;"Unf";1;240;"TA";"TA";"Y";0;0;160;0;0;0;"NA";"MnPrv";"NA";0;3;2006;"WD ";"Normal";121000
"1785";1785;528435040;20;"RL";79;9416;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"1Fam";"1Story";7;5;2007;2007;"Hip";"CompShg";"CemntBd";"CmentBd";"Stone";205;"Ex";"TA";"PConc";"Ex";"TA";"No";"GLQ";1126;"Unf";0;600;1726;"GasA";"Ex";"Y";"SBrkr";1726;0;0;1726;1;0;2;0;3;1;"Ex";8;"Typ";1;"Gd";"Attchd";2007;"Fin";3;786;"TA";"TA";"Y";171;138;0;0;266;0;"NA";"NA";"NA";0;9;2007;"New";"Partial";311872
"2802";2802;907290080;20;"RL";70;9100;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"1Story";7;5;2004;2005;"Hip";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";24;"Unf";0;1836;1860;"GasA";"Ex";"Y";"SBrkr";1836;0;0;1836;0;0;2;0;3;1;"Gd";8;"Typ";1;"Gd";"Attchd";2004;"Fin";2;484;"TA";"TA";"Y";120;33;0;0;0;0;"NA";"NA";"NA";0;10;2006;"WD ";"Normal";216837
"2535";2535;534201260;20;"RL";78;9360;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Feedr";"Norm";"1Fam";"1Story";6;7;1968;2004;"Hip";"CompShg";"HdBoard";"HdBoard";"BrkFace";203;"TA";"TA";"CBlock";"TA";"TA";"Av";"ALQ";760;"Unf";0;216;976;"GasA";"TA";"Y";"SBrkr";976;0;0;976;1;0;1;0;2;1;"Gd";4;"Typ";1;"Fa";"Attchd";1968;"RFn";2;504;"TA";"TA";"Y";94;0;0;0;0;0;"NA";"NA";"NA";0;8;2006;"WD ";"Abnorml";157500
"195";195;903226160;50;"RM";50;6000;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"BrkSide";"Norm";"Norm";"1Fam";"1.5Fin";6;7;1939;1950;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"BrkTil";"TA";"Gd";"No";"BLQ";452;"LwQ";12;144;608;"GasA";"TA";"Y";"SBrkr";608;524;0;1132;1;0;1;0;2;1;"TA";5;"Typ";0;"NA";"Detchd";1939;"Unf";1;240;"TA";"TA";"Y";0;0;128;0;0;0;"NA";"MnPrv";"NA";0;4;2010;"WD ";"Abnorml";134000
"1292";1292;902109080;190;"RM";63;11426;"Pave";"Grvl";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"2fmCon";"1.5Fin";4;6;1910;1996;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"Stone";"TA";"TA";"No";"Unf";0;"Unf";0;828;828;"GasA";"Gd";"Y";"FuseA";828;658;108;1594;0;0;2;0;3;2;"TA";9;"Typ";0;"NA";"NA";NA;"NA";0;0;"NA";"NA";"N";0;172;109;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";118000
"917";917;909253180;50;"RL";52;6292;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"SWISU";"Norm";"Norm";"1Fam";"1.5Fin";7;7;1928;1950;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"BrkTil";"TA";"TA";"No";"Unf";0;"Unf";0;861;861;"GasA";"Gd";"Y";"SBrkr";877;600;0;1477;0;1;2;0;3;1;"TA";6;"Typ";1;"Gd";"Detchd";1928;"Unf";1;216;"TA";"TA";"Y";0;50;0;0;0;0;"NA";"NA";"NA";0;8;2009;"WD ";"Normal";145000
"236";236;905426060;30;"RL";85;10625;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1Story";5;5;1920;1950;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"BrkTil";"TA";"TA";"No";"ALQ";108;"Unf";0;350;458;"GasA";"Fa";"N";"SBrkr";835;0;0;835;0;0;1;0;2;1;"TA";5;"Typ";0;"NA";"Basment";1920;"Unf";1;366;"Fa";"TA";"Y";0;0;77;0;0;0;"NA";"NA";"Shed";400;5;2010;"COD";"Abnorml";83000
"1628";1628;527165020;80;"RL";NA;10784;"Pave";"NA";"IR1";"Lvl";"AllPub";"FR2";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"SLvl";7;5;1991;1992;"Gable";"CompShg";"HdBoard";"HdBoard";"BrkFace";76;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;384;384;"GasA";"Gd";"Y";"SBrkr";802;670;0;1472;0;0;2;1;3;1;"Gd";7;"Typ";1;"TA";"Attchd";1991;"RFn";2;402;"TA";"TA";"Y";164;0;0;0;0;0;"NA";"NA";"NA";0;5;2007;"WD ";"Normal";160000
"2184";2184;908204090;20;"RL";64;6400;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1Story";5;7;1959;2000;"Gable";"CompShg";"WdShing";"Wd Shng";"None";0;"TA";"TA";"CBlock";"TA";"TA";"Av";"Rec";77;"ALQ";831;52;960;"GasA";"Ex";"Y";"SBrkr";960;0;0;960;1;0;1;0;2;1;"Fa";4;"Typ";0;"NA";"Detchd";1959;"Unf";1;392;"TA";"TA";"Y";144;0;35;0;0;0;"NA";"NA";"NA";0;12;2007;"WD ";"Normal";131750
"1571";1571;916125425;190;"RL";NA;164660;"Grvl";"NA";"IR1";"HLS";"AllPub";"Corner";"Sev";"Timber";"Norm";"Norm";"2fmCon";"1.5Fin";5;6;1965;1965;"Gable";"CompShg";"Plywood";"Plywood";"None";0;"TA";"TA";"CBlock";"TA";"TA";"Gd";"ALQ";1249;"BLQ";147;103;1499;"GasA";"Ex";"Y";"SBrkr";1619;167;0;1786;2;0;2;0;3;1;"TA";7;"Typ";2;"Gd";"Attchd";1965;"Fin";2;529;"TA";"TA";"Y";670;0;0;0;0;0;"NA";"NA";"Shed";700;8;2008;"WD ";"Normal";228950
"632";632;535152230;20;"RL";70;8400;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"1Story";6;3;1957;1957;"Hip";"CompShg";"BrkFace";"BrkFace";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"ALQ";189;"Rec";661;628;1478;"GasA";"Gd";"Y";"SBrkr";1478;0;0;1478;1;0;1;1;3;1;"TA";6;"Typ";2;"Gd";"Attchd";1957;"RFn";2;442;"TA";"TA";"Y";114;0;0;0;216;0;"NA";"NA";"NA";0;6;2009;"WD ";"Normal";156500
"62";62;528358010;20;"RL";59;10593;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NoRidge";"Norm";"Norm";"1Fam";"1Story";7;5;1996;1996;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";338;"Gd";"TA";"PConc";"Gd";"TA";"No";"GLQ";919;"Unf";0;801;1720;"GasA";"Ex";"Y";"SBrkr";1720;0;0;1720;1;0;2;0;3;1;"Gd";7;"Typ";1;"TA";"Attchd";1996;"Fin";2;527;"TA";"TA";"Y";240;56;154;0;0;0;"NA";"NA";"NA";0;3;2010;"WD ";"Normal";260400
"1678";1678;527450220;160;"RM";21;2058;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"BrDale";"Norm";"Norm";"Twnhs";"2Story";6;5;1973;1973;"Gable";"CompShg";"HdBoard";"HdBoard";"BrkFace";265;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;672;672;"GasA";"Ex";"Y";"SBrkr";672;546;0;1218;0;0;1;1;4;1;"Ex";7;"Typ";0;"NA";"Detchd";1973;"Unf";1;264;"TA";"TA";"Y";0;28;0;0;0;0;"NA";"NA";"NA";0;12;2007;"WD ";"Normal";113700
"714";714;902301060;70;"RM";60;9600;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"2Story";4;4;1910;1950;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"Gd";"BrkTil";"Fa";"TA";"No";"Unf";0;"Unf";0;677;677;"GasA";"TA";"Y";"SBrkr";833;677;0;1510;0;0;2;0;3;1;"Gd";7;"Typ";0;"NA";"Detchd";1974;"Unf";2;720;"TA";"TA";"N";0;0;160;0;0;0;"NA";"NA";"NA";0;6;2009;"WD ";"Normal";87500
"2829";2829;908188110;160;"RM";24;2522;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"Twnhs";"2Story";7;5;2004;2004;"Gable";"CompShg";"VinylSd";"VinylSd";"Stone";50;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;970;970;"GasA";"Ex";"Y";"SBrkr";970;739;0;1709;0;0;2;0;3;1;"Gd";7;"Maj1";0;"NA";"Detchd";2004;"Unf";2;380;"TA";"TA";"Y";0;40;0;0;0;0;"NA";"NA";"NA";0;5;2006;"WD ";"Normal";134000
"449";449;528166090;20;"RL";110;15274;"Pave";"NA";"IR1";"Lvl";"AllPub";"Corner";"Gtl";"NridgHt";"Norm";"Norm";"1Fam";"1Story";9;5;2003;2003;"Hip";"CompShg";"VinylSd";"VinylSd";"BrkFace";724;"Gd";"TA";"PConc";"Ex";"TA";"No";"GLQ";1972;"Unf";0;480;2452;"GasA";"Ex";"Y";"SBrkr";2452;0;0;2452;2;0;2;0;3;1;"Ex";10;"Typ";1;"Gd";"Attchd";2003;"Fin";3;886;"TA";"TA";"Y";0;116;0;0;0;0;"NA";"MnPrv";"NA";0;7;2009;"WD ";"Normal";445000
"2648";2648;902125020;70;"RM";50;9000;"Pave";"Grvl";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"OldTown";"Artery";"Norm";"1Fam";"2Story";5;6;1880;1991;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"TA";"TA";"BrkTil";"Fa";"Fa";"No";"Unf";0;"Unf";0;636;636;"GasA";"TA";"Y";"FuseA";1089;661;0;1750;0;0;1;0;3;1;"Ex";8;"Typ";0;"NA";"Detchd";1937;"Unf";1;240;"Fa";"Po";"N";0;0;293;0;0;0;"NA";"MnPrv";"NA";0;6;2006;"WD ";"Abnorml";124000
"2315";2315;527107120;60;"RL";54;9783;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";6;5;1996;1996;"Gable";"CompShg";"HdBoard";"HdBoard";"None";0;"TA";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;821;821;"GasA";"Gd";"Y";"SBrkr";821;955;0;1776;0;0;2;1;3;1;"TA";7;"Typ";1;"TA";"BuiltIn";1996;"Fin";2;443;"TA";"TA";"Y";286;116;0;0;0;0;"NA";"NA";"NA";0;5;2006;"WD ";"Normal";202000
"247";247;906204230;60;"RL";87;12361;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"SawyerW";"Norm";"Norm";"1Fam";"2Story";6;7;1993;1993;"Gable";"CompShg";"VinylSd";"VinylSd";"BrkFace";85;"Gd";"Gd";"PConc";"Gd";"TA";"No";"GLQ";860;"Unf";0;86;946;"GasA";"Ex";"Y";"SBrkr";964;838;0;1802;0;1;2;1;3;1;"Gd";8;"Typ";1;"Gd";"2Types";2000;"RFn";4;1017;"TA";"TA";"Y";450;92;0;0;0;0;"NA";"NA";"NA";0;5;2010;"WD ";"Normal";218000
"2193";2193;908275240;20;"RL";60;8172;"Pave";"NA";"Reg";"HLS";"AllPub";"Inside";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1Story";4;5;1955;1955;"Gable";"CompShg";"WdShing";"Plywood";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"ALQ";682;"Unf";0;182;864;"GasA";"TA";"Y";"SBrkr";864;0;0;864;1;0;1;0;3;1;"TA";5;"Typ";0;"NA";"Detchd";1996;"Unf";2;528;"TA";"TA";"N";196;0;0;0;0;0;"NA";"NA";"NA";0;10;2007;"COD";"Family";79275
"453";453;528174060;120;"RL";34;5381;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NridgHt";"Norm";"Norm";"Twnhs";"1Story";6;5;2005;2005;"Gable";"CompShg";"VinylSd";"VinylSd";"Stone";135;"Gd";"TA";"PConc";"Gd";"TA";"Av";"ALQ";900;"Unf";0;406;1306;"GasA";"Ex";"Y";"SBrkr";1306;0;0;1306;1;0;2;0;1;1;"Gd";5;"Typ";1;"Gd";"Attchd";2005;"RFn";2;624;"TA";"TA";"Y";170;63;0;0;0;0;"NA";"NA";"NA";0;8;2009;"WD ";"Normal";196000
"1605";1605;923277030;20;"RL";60;6600;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Mitchel";"Norm";"Norm";"1Fam";"1Story";5;9;1982;2008;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"Gd";"CBlock";"TA";"TA";"No";"ALQ";641;"Unf";0;175;816;"GasA";"Ex";"Y";"SBrkr";816;0;0;816;0;1;1;0;3;1;"Gd";5;"Typ";1;"Ex";"Attchd";1982;"Unf";1;264;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"MnPrv";"NA";0;10;2008;"WD ";"Normal";130500
"1729";1729;528218020;60;"RL";65;10237;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"RRAn";"Norm";"1Fam";"2Story";6;5;2005;2006;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;768;768;"GasA";"Ex";"Y";"SBrkr";768;768;0;1536;0;0;2;1;3;1;"Gd";6;"Typ";1;"Gd";"Attchd";2005;"Fin";2;400;"TA";"TA";"Y";100;38;0;0;0;0;"NA";"NA";"NA";0;6;2007;"WD ";"Normal";176000
"480";480;528240150;60;"RL";61;10125;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Gilbert";"Norm";"Norm";"1Fam";"2Story";7;5;2004;2004;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"Mn";"Unf";0;"Unf";0;846;846;"GasA";"Ex";"Y";"SBrkr";846;748;0;1594;0;0;2;1;3;1;"Gd";7;"Typ";1;"Gd";"Attchd";2004;"Fin";2;434;"TA";"TA";"Y";300;48;0;0;0;0;"NA";"MnPrv";"NA";0;7;2009;"WD ";"Normal";195500
"1318";1318;902328040;75;"RM";35;6300;"Pave";"Grvl";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"2.5Unf";6;6;1914;2001;"Gable";"CompShg";"Wd Sdng";"Wd Shng";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;742;742;"GasA";"Ex";"Y";"SBrkr";742;742;0;1484;0;0;2;0;3;1;"TA";9;"Typ";1;"Gd";"NA";NA;"NA";0;0;"NA";"NA";"Y";0;291;134;0;0;0;"NA";"NA";"NA";0;6;2008;"WD ";"Normal";128000
"569";569;533213010;120;"FV";NA;3830;"Pave";"Pave";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"Somerst";"Norm";"Norm";"TwnhsE";"1Story";6;5;2008;2008;"Gable";"CompShg";"VinylSd";"VinylSd";"Stone";280;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;1726;1726;"GasA";"Ex";"Y";"SBrkr";1726;0;0;1726;0;0;2;1;2;1;"Gd";6;"Typ";1;"Gd";"Attchd";2008;"Fin";2;561;"TA";"TA";"Y";0;254;0;0;0;0;"NA";"NA";"NA";0;1;2009;"New";"Partial";222000
"2745";2745;905477010;20;"RL";77;8335;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"Edwards";"Norm";"Norm";"1Fam";"1Story";5;5;1954;1954;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"Slab";"NA";"NA";"NA";"NA";0;"NA";0;0;0;"GasA";"Gd";"Y";"SBrkr";1124;0;0;1124;0;0;1;0;3;1;"TA";5;"Min2";1;"Gd";"NA";NA;"NA";0;0;"NA";"NA";"N";0;36;190;0;0;0;"NA";"NA";"NA";0;4;2006;"WD ";"Normal";93000
"2752";2752;906380150;20;"RL";64;7488;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"1Story";7;5;2005;2005;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"Av";"GLQ";393;"Unf";0;815;1208;"GasA";"Ex";"Y";"SBrkr";1208;0;0;1208;0;0;2;0;2;1;"Gd";6;"Typ";0;"NA";"Attchd";2005;"RFn";2;632;"TA";"TA";"Y";105;58;0;0;0;0;"NA";"NA";"NA";0;2;2006;"WD ";"Abnorml";183600
"228";228;905107320;60;"RL";NA;11616;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"Sawyer";"Norm";"Norm";"1Fam";"2Story";6;5;1978;1978;"Hip";"CompShg";"HdBoard";"HdBoard";"BrkCmn";328;"TA";"TA";"CBlock";"TA";"TA";"Mn";"Rec";438;"Unf";0;234;672;"GasA";"TA";"Y";"SBrkr";672;714;0;1386;0;0;2;1;3;1;"TA";6;"Typ";1;"TA";"Attchd";1978;"Fin";2;440;"TA";"TA";"Y";335;0;0;0;0;0;"NA";"GdPrv";"NA";0;4;2010;"WD ";"Abnorml";158900
"1019";1019;527302050;20;"RL";78;12090;"Pave";"NA";"IR1";"Lvl";"AllPub";"Inside";"Gtl";"NWAmes";"Norm";"Norm";"1Fam";"1Story";6;6;1981;1981;"Gable";"CompShg";"MetalSd";"MetalSd";"BrkFace";210;"TA";"Gd";"CBlock";"Gd";"TA";"No";"GLQ";588;"LwQ";228;606;1422;"GasA";"TA";"Y";"SBrkr";1422;0;0;1422;0;0;2;0;3;1;"Gd";7;"Typ";1;"TA";"Attchd";1981;"Fin";2;576;"TA";"TA";"Y";276;0;0;0;0;0;"NA";"GdPrv";"NA";0;6;2008;"WD ";"Normal";175500
"688";688;535475010;60;"RL";76;7570;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"NAmes";"Norm";"Norm";"1Fam";"2Story";6;5;1964;1964;"Gable";"CompShg";"HdBoard";"HdBoard";"BrkFace";420;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;780;780;"GasA";"TA";"Y";"SBrkr";993;813;0;1806;0;0;1;1;4;1;"TA";8;"Typ";0;"NA";"Attchd";1964;"Unf";2;483;"TA";"TA";"Y";0;55;0;0;0;0;"NA";"NA";"NA";0;3;2009;"WD ";"Normal";144750
"2627";2627;535454060;90;"RL";60;8544;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"NAmes";"Norm";"Norm";"Duplex";"1Story";3;4;1950;1950;"Gable";"CompShg";"Stucco";"Stone";"None";0;"TA";"TA";"CBlock";"NA";"NA";"NA";"NA";0;"NA";0;0;0;"GasA";"Gd";"N";"FuseF";1040;0;0;1040;0;0;2;0;2;2;"TA";6;"Typ";0;"NA";"Detchd";1949;"Unf";2;400;"TA";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;7;2006;"WD ";"Normal";93500
"2606";2606;535382130;50;"RL";60;10800;"Pave";"Grvl";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"1.5Fin";5;8;1936;1989;"Gable";"CompShg";"Wd Sdng";"Wd Sdng";"None";0;"TA";"TA";"CBlock";"Fa";"TA";"No";"ALQ";626;"Unf";0;170;796;"GasA";"Gd";"Y";"SBrkr";1096;370;0;1466;0;1;2;0;3;1;"Gd";7;"Min1";1;"TA";"Attchd";1950;"Unf";2;566;"TA";"TA";"Y";436;21;0;0;0;0;"NA";"NA";"Shed";500;4;2006;"WD ";"Normal";170000
"1305";1305;902205140;20;"RM";50;6000;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"OldTown";"Norm";"Norm";"1Fam";"1Story";4;7;1954;2000;"Gable";"CompShg";"MetalSd";"MetalSd";"None";0;"TA";"TA";"CBlock";"TA";"TA";"No";"Unf";0;"Unf";0;901;901;"GasA";"Ex";"Y";"SBrkr";901;0;0;901;0;0;1;0;2;1;"TA";4;"Typ";0;"NA";"Detchd";1954;"Unf";1;281;"Fa";"TA";"Y";0;0;0;0;0;0;"NA";"NA";"NA";0;8;2008;"WD ";"Normal";107900
"803";803;906203120;20;"RL";90;14684;"Pave";"NA";"IR1";"Lvl";"AllPub";"CulDSac";"Gtl";"SawyerW";"Norm";"Norm";"1Fam";"1Story";7;7;1990;1991;"Hip";"CompShg";"HdBoard";"HdBoard";"BrkFace";234;"Gd";"TA";"CBlock";"Gd";"TA";"Mn";"ALQ";485;"BLQ";177;1496;2158;"GasA";"Gd";"Y";"SBrkr";2196;0;0;2196;0;0;2;0;3;1;"Gd";7;"Typ";1;"TA";"Attchd";1990;"RFn";3;701;"TA";"TA";"Y";84;70;0;0;0;0;"NA";"NA";"NA";0;6;2009;"WD ";"Normal";271900
"872";872;907275140;20;"RL";NA;12782;"Pave";"NA";"Reg";"Lvl";"AllPub";"Inside";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"1Story";8;5;2002;2003;"Hip";"CompShg";"HdBoard";"HdBoard";"BrkFace";164;"Gd";"TA";"PConc";"Ex";"TA";"Gd";"GLQ";1360;"Unf";0;462;1822;"GasA";"Ex";"Y";"SBrkr";1828;0;0;1828;1;0;2;0;3;1;"Gd";7;"Typ";1;"Gd";"Attchd";2002;"Fin";2;523;"TA";"TA";"Y";194;144;0;0;0;0;"NA";"NA";"NA";0;6;2009;"WD ";"Normal";279500
"884";884;907420040;60;"RL";85;11069;"Pave";"NA";"Reg";"Lvl";"AllPub";"Corner";"Gtl";"CollgCr";"Norm";"Norm";"1Fam";"2Story";6;5;2007;2007;"Gable";"CompShg";"VinylSd";"VinylSd";"None";0;"Gd";"TA";"PConc";"Gd";"TA";"No";"Unf";0;"Unf";0;608;608;"GasA";"Ex";"Y";"SBrkr";608;788;0;1396;0;0;2;1;3;1;"Gd";6;"Typ";1;"Gd";"BuiltIn";2007;"Fin";2;440;"TA";"TA";"Y";100;36;0;0;0;0;"NA";"NA";"NA";0;7;2009;"WD ";"Normal";170000
